#repetition,Consumer0,Consumer1,Consumer2,Consumer3,Consumer4,Consumer5,Consumer6,Consumer7,Consumer8,Consumer9,Consumer10,Consumer11,Consumer12,Consumer13,Consumer14,Consumer15,Consumer16,Consumer17,Consumer18,Consumer19,Consumer20,Consumer21,Consumer22,Consumer23,Consumer24,Consumer25,Consumer26,Consumer27,Consumer28,Consumer29,Consumer30,Consumer31,Consumer32,Consumer33,Consumer34,Consumer35,Consumer36,Consumer37,Consumer38,Consumer39,Consumer40,Consumer41,Consumer42,Consumer43,Consumer44,Consumer45,Consumer46,Consumer47,Consumer48,Consumer49
10,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.5,0.75,0.0,0.5,0.5,0.0,0.75,0.5,0.75,0.5,0.0,0.0,0.75,0.75,0.75,0.5,0.5,0.75,0.0,0.75,0.5,0.75,0.5,0.0,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.5
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.0,0.5,0.75,0.5,0.0,0.75,0.75,0.75,0.0,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.0,0.0,0.75,0.75,0.75,0.75
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.0,0.75,0.5,0.75,0.75,0.75,0.0,-1.0,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.75,0.5,-1.0,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.5,0.75,0.0,0.5,0.75,0.5
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.75,0.0,0.75,0.75,0.75,0.75,0.0,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,-1.0,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.0,0.75,0.0,0.75,0.5,0.75,0.75,0.0,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.0,0.75,0.0,0.75,0.75,0.0,0.75
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.75,0.75,0.0,0.5,0.75,0.5,0.75,0.75,0.0,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.0,0.75,0.75,0.5
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.0,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.0,0.0,0.75,0.5,0.5,0.0,0.75,0.75,0.5,0.5,0.5,0.0,0.0,0.75,0.75,0.0,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.75,1.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.5,0.5,0.0,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.5,0.75,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.0,0.75,0.75,0.0,0.75,0.0,0.75,0.0,0.5,0.0,0.75,0.75,0.75,0.75,0.75,0.5,0.75
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.5,0.0,0.5,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.0,0.75,0.5,0.0,0.75,0.5,1.0,0.5,0.75,0.0,0.5,0.75,0.5,0.75,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.0,0.75,0.0,0.75,0.75,0.5,0.75
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.0,0.75,0.5,0.75,0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,-1.0,1.0,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.0,0.75,0.5,0.0,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.5,0.5,0.75,0.75,0.75,0.0
28,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.75,0.75,0.0,0.5,0.5,0.5,0.0,0.5,0.75,0.0,0.75,0.5,0.0,0.0,0.5,0.75,0.5,0.75,0.5,0.5,0.0,0.5,0.75,0.0,0.75,0.5,0.75,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.75,0.75,0.75,0.75,0.5,0.75,1.5,0.75,0.75,0.0,0.75
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.75,0.0,0.5,0.75,0.0,0.0,0.5,0.75,0.75,0.5,0.0,0.0,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.75,0.0,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.0,0.75,0.5,0.0,0.75,0.5,0.0,0.75,-1.0,0.75,0.75,0.0,0.0,0.75,0.5,0.5,0.0,0.75,0.5,0.75,0.75,0.75
32,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.75,0.0,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.75,0.5,0.0,0.75,0.75,0.0,0.5,0.75,0.75,0.0,-1.0,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,1.0,0.0,0.75,0.5,0.0,0.5,0.0,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.0,0.5
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.5,0.0,0.75,0.5,0.5,0.75,0.75,0.0,0.75,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.5,-1.0,0.0,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.0,0.75,0.5,0.5,0.5,0.0,0.75,0.0,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0
36,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.75,0.0,0.75,0.0,0.75,0.5,0.0,0.5,0.75,0.5,0.0,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.5,-1.0,0.75,0.5,0.0,0.5,0.5,0.75,0.0,0.5,0.5,0.75,0.5,0.0,0.75,0.0,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.0,0.75,0.75,0.5,0.75,0.5
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.5,0.0,0.0,0.75,0.5,0.75,0.75,0.75,0.0,0.5,0.5,0.0,0.75,0.0,0.75,0.0,0.75,0.5,0.75,0.75,-1.0,-1.0,0.5,0.75,0.0,0.0,0.75,0.5,0.75,1.0,0.5,0.75,0.75,0.5,0.0,0.5,0.75,0.0,0.75,0.5,0.5,0.75,0.5,0.0,0.5,0.75,0.75,0.0,0.75,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.5,0.75,0.75,0.75,0.0,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.5,0.0,0.5,0.5,0.75,0.75,-1.0,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.0,0.5,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.75
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.75,0.5,0.75,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.5,0.0,-1.0,0.75,0.0,0.5,0.0,0.75,0.75,0.0,0.75,0.0,0.0,0.75,0.0,0.75,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.5,0.75,0.75
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.75,1.0,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.0,0.0,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.0,0.75,0.0,0.75,0.0,0.5,0.75,1.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.5,0.75,-1.0,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.5,0.75,0.0,0.75,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0.5,-1.0,0.75,0.75,0.0,0.75,0.5,0.75,0.5,0.5,1.0,1.0,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.0,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.0,0.75
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.75,0.0,0.0,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.0,-1.0,0.75,0.0,0.5,0.75,0.75,1.0,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.0,0.5,0.75,0.75,0.0,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.75,0.0
52,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.5,0.75,0.5,1.0,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,-1.0,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.0,1.0,0.5,0.75,0.0,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.75,0.75,0.75,0.5,0.0,0.75,0.5,0.0,0.0,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.5,0.75,0.75,0.75,-1.0,-1.0,0.0,0.75,0.5,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.5,0.0,0.0,0.75,0.5,0.75,0.5,1.5,0.75,0.75,0.75,0.0,0.5,0.5,0.5
56,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.0,0.75,0.0,0.5,0.5,0.75,-1.0,0.5,0.5,0.5,0.5,0.75,0.0,0.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.0,-1.0,0.5,0.5,0.5,0.75,0.5,0.75,0.0,0.75,0.75,0.75,0.5,0.5,0.75
58,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.75,0.0,0.0,0.5,0.75,0.5,0.75,0.0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.0,0.75,0.0,0.75,-1.0,-1.0,0.75,0.75,0.0,0.75,0.0,0.75,0.75,0.5,0.75,0.75,0.5,0.0,0.5,0.75,0.5,0.0,0.75,0.75,0.75,0.75,0.0,0.0,0.75,0.5,0.75,0.75,0.5,0.75
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.75,0.75,0.75,0.75,0.0,0.75,0.0,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.0,0.0,0.5,0.75,0.5,0.5,0.75,0.0,0.0,0.0,0.5,0.75,0.75,0.75,0.0,0.75,0.75,0.5,0.0,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.5,-0.5,0.5,0.5
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.5,0.75,0.75,0.5,0.5,0.75,0.0,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.0,0.75,0.5,0.0,0.75,0.75,0.75,0.75,0.0,0.0,0.75,0.75,0.5,0.75,0.5,0.5,0.75,-1.0,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.0,0.5,0.75,0.5,0.75
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.0,0.75,0.75,0.5,0.75,0.75,0.75,-1.0,0.5,0.75,0.75,0.75,0.0,0.0,0.0,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.0,0.0,0.5,0.75,0.0,0.5,0.75,0.75,0.5,0.0,0.75,0.75,0.75,0.5
